,CFC11NH,CFC11SH,CFC12NH,CFC12SH,CFC113NH,CFC113SH,SF6NH,SF6SH
1891-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1894-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1911-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936-12-31,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
1937-12-31,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0
1938-12-31,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0
1939-12-31,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0
1940-12-31,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0
1941-12-31,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0
1942-12-31,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0.0
1943-12-31,0.0,0.0,0.9,0.7,0.0,0.0,0.0,0.0
1944-12-31,0.0,0.0,1.2,0.9,0.0,0.0,0.0,0.0
1945-12-31,0.1,0.0,1.7,1.2,0.0,0.0,0.0,0.0
1946-12-31,0.1,0.1,2.3,1.7,0.0,0.0,0.0,0.0
1947-12-31,0.1,0.1,3.4,2.4,0.0,0.0,0.0,0.0
1948-12-31,0.2,0.1,4.8,3.4,0.0,0.0,0.0,0.0
1949-12-31,0.4,0.2,6.1,4.7,0.0,0.0,0.0,0.0
1950-12-31,0.7,0.4,7.6,6.0,0.0,0.0,0.0,0.0
1951-12-31,1.01,0.7,9.2,7.4,0.0,0.0,0.0,0.0
1952-12-31,1.51,1.01,11.0,9.0,0.0,0.0,0.0,0.0
1953-12-31,2.21,1.51,12.8,10.7,0.0,0.0,0.04,0.04
1954-12-31,3.02,2.21,15.0,12.6,0.0,0.0,0.04,0.04
1955-12-31,4.12,3.02,17.4,14.7,0.0,0.0,0.04,0.04
1956-12-31,5.33,4.02,20.2,17.1,0.0,0.0,0.04,0.04
1957-12-31,6.83,5.23,23.4,19.9,0.0,0.0,0.05,0.04
1958-12-31,8.14,6.53,26.8,23.0,0.0,0.0,0.05,0.04
1959-12-31,9.45,7.84,30.5,26.3,0.0,0.0,0.05,0.05
1960-12-31,11.06,9.15,35.0,30.1,0.0,0.0,0.05,0.05
1961-12-31,13.27,10.85,40.0,34.4,0.1,0.1,0.06,0.06
1962-12-31,16.18,13.07,45.8,39.4,0.3,0.1,0.07,0.06
1963-12-31,19.6,15.78,52.5,45.1,0.5,0.3,0.08,0.07
1964-12-31,23.72,19.2,60.4,51.8,0.8,0.5,0.09,0.08
1965-12-31,28.44,23.12,69.3,59.5,1.1,0.8,0.11,0.1
1966-12-31,33.67,27.64,79.2,68.2,1.49,1.1,0.13,0.12
1967-12-31,39.4,32.66,90.3,77.9,1.99,1.49,0.15,0.14
1968-12-31,46.03,38.29,102.8,88.8,2.69,1.99,0.18,0.17
1969-12-31,53.77,44.82,116.8,101.1,3.39,2.59,0.21,0.19
1970-12-31,62.41,52.26,132.0,114.7,4.18,3.29,0.23,0.22
1971-12-31,72.06,60.7,148.4,129.6,5.18,4.08,0.26,0.24
1972-12-31,82.71,69.95,166.1,145.7,6.27,5.08,0.3,0.28
1973-12-31,94.87,80.4,185.8,163.3,7.47,6.18,0.34,0.31
1974-12-31,108.34,92.16,207.1,182.5,8.96,7.37,0.38,0.35
1975-12-31,121.41,104.72,228.2,202.9,10.66,8.76,0.44,0.4
1976-12-31,133.97,117.09,248.1,223.2,12.45,10.36,0.5,0.46
1977-12-31,146.5427272727273,133.2459,266.4915,243.2952,14.64,12.25,0.58,0.53
1978-12-31,156.212375,142.82887499999998,283.67116666666664,259.710375,16.93,14.34,0.66,0.61
1979-12-31,166.17925,151.45745833333334,301.73199999999997,274.4653333333333,19.62,16.63,0.76,0.7
1980-12-31,175.13341666666668,160.82350000000002,318.4207083333333,291.16275,22.61,19.32,0.88,0.81
1981-12-31,182.59429166666666,169.39154166666668,334.44825000000003,308.98308333333335,25.9,22.21,1.0,0.93
1982-12-31,189.9019166666667,177.84925,348.514375,326.2585833333334,29.18,25.3,1.13,1.04
1983-12-31,198.73620833333334,186.18745833333332,364.9020416666667,343.54295833333333,32.97,28.09,1.27,1.17
1984-12-31,207.12324999999998,194.57345833333335,379.89625,360.0865416666667,37.85,31.37,1.4,1.29
1985-12-31,217.7665,205.18037499999997,396.87166666666667,377.51954166666667,43.92,35.96,1.55,1.43
1986-12-31,228.70416666666665,214.76600000000002,417.0227083333333,395.95304166666665,48.31,40.94,1.71,1.58
1987-12-31,240.729875,225.02445833333334,437.29033333333336,416.25029166666667,55.68,47.01,1.88,1.73
1988-12-31,252.662125,235.18833333333333,461.9568333333333,436.4114583333333,63.55,53.29,2.05,1.89
1989-12-31,259.94095833333336,244.16804166666668,480.397875,455.366375,69.72,59.66,2.22,2.05
1990-12-31,265.36812499999996,252.57183333333333,494.2538333333333,472.7303333333333,75.6,66.14,2.41,2.22
1991-12-31,267.78383333333335,258.62508333333335,503.5001666666667,486.92566666666664,80.98,71.31,2.62,2.42
1992-12-31,269.09325,262.16495833333335,514.2126666666666,499.01341666666667,83.38868181818182,77.5549,2.85,2.63
1993-12-31,270.24420833333335,263.72287500000004,520.43725,506.59816666666666,84.03579166666667,80.12370833333333,3.09,2.84
1994-12-31,269.9137083333333,264.66066666666666,525.2545833333334,513.0772916666666,84.51645833333333,82.08445833333333,3.4305000000000003,3.0984999999999996
1995-12-31,268.1838333333333,263.776,530.881875,520.1397916666667,84.46275,82.65700000000001,3.5959166666666667,3.306
1996-12-31,266.8618333333333,263.22495833333335,535.4322500000001,526.2175833333333,84.25566666666666,83.05745833333333,3.8533749999999998,3.5545833333333334
1997-12-31,265.56129166666665,262.3689166666667,538.4990416666667,530.6935416666666,83.75145833333332,82.893625,4.091333333333333,3.8186666666666667
1998-12-31,264.2100833333333,261.10066666666665,541.3868333333334,533.8092083333333,83.1825,82.54991666666666,4.297458333333333,4.031750000000001
1999-12-31,262.6945416666667,259.96729166666665,543.2816666666666,536.9977083333333,82.58104166666666,82.112375,4.493083333333333,4.256625
2000-12-31,261.1750833333333,258.1659583333334,545.1549583333333,538.982125,82.031125,81.556375,4.6911249999999995,4.461875
2001-12-31,259.4362083333333,256.6655416666667,545.7262499999999,540.2837916666667,81.43350000000001,81.05241666666666,4.904208333333333,4.654458333333333
2002-12-31,257.548125,254.876,546.098125,541.0822083333333,80.73033333333333,80.35195833333333,5.129375,4.874458333333333
2003-12-31,255.30858333333333,252.760875,545.7257083333334,541.1894583333333,80.056375,79.71208333333334,5.365125000000001,5.079625
2004-12-31,253.10229166666667,250.88029166666666,544.888375,541.0834583333333,79.262125,79.04375,5.585208333333334,5.311208333333333
2005-12-31,251.14000000000001,248.66637500000002,544.0518333333333,540.2871250000001,78.67654166666667,78.38545833333333,5.806708333333333,5.52475
2006-12-31,248.84312500000001,246.85045833333334,542.2633333333333,539.2783333333333,77.95920833333332,77.86941666666667,6.046833333333334,5.761958333333334
2007-12-31,246.73641666666666,244.52891666666665,540.0982083333333,537.3702499999999,77.197375,77.00795833333333,6.332291666666666,6.034916666666667
2008-12-31,244.75400000000002,242.55533333333335,537.5158333333334,535.3848333333333,76.40554166666666,76.31008333333334,6.6273333333333335,6.3032916666666665
2009-12-31,242.81725,240.60370833333334,534.9899166666667,532.7764166666666,75.89820833333333,75.65083333333334,6.904708333333334,6.590166666666667
2010-12-31,240.75108333333333,238.73758333333333,531.7767083333333,529.801125,75.16870833333334,75.01575,7.2175,6.876708333333333
2011-12-31,238.76887499999998,236.53295833333334,529.06475,527.2380416666667,74.50308333333334,74.26429166666667,7.471500000000001,7.168458333333334
2012-12-31,236.4828333333333,234.51908333333333,526.0040833333334,524.6750833333333,73.81133333333332,73.58783333333334,7.753375,7.438583333333334
2013-12-31,235.08895833333332,232.63329166666665,523.2587916666666,521.6718333333333,73.093625,72.97383333333335,8.1,7.738916666666666
2014-12-31,234.29670833333333,231.08316666666667,520.7787083333333,518.9959166666667,72.40725,72.24470833333334,8.420958333333333,8.094541666666666
2015-12-31,233.3755,229.80595833333334,518.2260833333333,516.3407916666667,71.738625,71.53683333333333,8.747125,8.458375
2016-12-31,231.43058333333332,228.5095,512.5690833333333,511.3120833333333,71.49141666666667,71.37116666666667,9.1135,8.734666666666667
2017-12-31,230.55483333333333,227.44899999999998,508.8915833333333,507.99916666666667,70.916,70.74583333333334,9.459249999999999,9.076666666666666
2018-12-31,229.51666666666665,226.951,505.87716666666665,505.376,70.31633333333333,70.24316666666667,9.796416666666667,9.436166666666667
2019-12-31,227.58241666666666,225.379,501.6334166666666,501.06125,69.63033333333334,69.58158333333334,10.14175,9.775666666666666
2020-12-31,224.83375,223.11541666666668,497.6209166666667,496.7635833333333,69.00366666666666,68.9005,10.462,10.10375
2021-12-31,222.26433333333333,221.06166666666664,493.421,493.1624166666666,68.37483333333334,68.31883333333333,10.865833333333335,10.456999999999999
2022-12-31,219.95974999999999,218.95433333333335,489.73991666666666,489.81766666666664,67.78891666666667,67.7955,11.255583333333334,10.838166666666666
2023-12-31,218.85649999999998,218.058,487.70050000000003,487.582,67.49549999999999,67.528,11.486,11.192333333333332
